,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergent,Deli,x_kpca_poly,y_kpca_poly,x_kpca_rbf,y_kpca_rbf,x_kpca_cos,y_kpca_cos
0,Retail,Other,12669,9656,7561,214,2674,1338,-0.2981455011525593,-0.3076719812826466,0.07837370589555082,-0.1731146036428405,0.5047893015158404,0.009622306647377258
1,Retail,Other,7057,9810,9568,1762,3293,1776,-0.2726130325059708,-0.2487624245861095,0.1858125464129074,-0.3074147140645969,0.8899412223120089,-0.26283294632794374
2,Retail,Other,6353,8808,7684,2405,3516,7844,0.5578704880415538,-0.35610235773029586,0.3417015381326229,0.07504775170557561,0.4739940541267174,0.23568683324586603
3,HotelRestCafe,Other,13265,1196,4221,6404,507,1788,-0.26341881268838985,-0.45402270817134927,-0.25330352365834485,0.2503524263190761,-0.6186114271241637,0.37013054428028197
4,Retail,Other,22615,5410,7198,3915,1777,5185,0.12692164269260336,-0.43273303366848564,0.13661671368898695,0.3752792354602761,0.06889953794312549,0.8618293827365124
5,Retail,Other,9413,8259,5126,666,1795,1451,-0.3070092865660383,-0.39322740304781445,-0.08895330433843496,-0.21226471169213562,0.10295629527946547,-0.33045648010926604
6,Retail,Other,12126,3199,6975,480,3140,545,-0.3038115127691908,-0.4076338926810737,-0.14353041259380858,-0.16630589319905692,-0.09216796241777606,-0.2898919276536125
7,Retail,Other,7579,4956,9426,1669,3321,2566,-0.27086098714359197,-0.34459349932142885,0.040896985837843645,-0.26271559872797,0.5540934639173402,-0.34755086203661434
8,HotelRestCafe,Other,5963,3648,6192,425,1716,750,-0.30859048668280475,-0.43173554094180633,-0.22048402954290316,-0.3051577883697473,-0.1557890142344765,-0.6896927304727346
9,Retail,Other,6006,11093,18881,1159,7425,2098,-0.21822231916402274,0.3978422871901089,0.7089688368462714,-0.2911925018216327,1.1648509491774437,0.023746724906468297
10,Retail,Other,3366,5403,12974,4400,5977,1744,-0.26759577794722766,-0.15746193071258455,0.3197406409241956,-0.30652457804762395,0.8649020932926698,-0.1928630625234255
11,Retail,Other,13146,1124,4523,1420,549,497,-0.3050299690350555,-0.4462527274769139,-0.35545182556925065,0.013874803248532032,-0.6524416952788552,-0.1063867317186097
12,Retail,Other,31714,12319,11757,287,3881,2931,-0.10356968462704516,-0.02732043685670088,0.3854465445073937,0.33572883668073533,0.5189256754099238,0.8891844129165525
13,Retail,Other,21217,6208,14982,3095,6707,602,-0.27641845841890217,0.003073681390053584,0.38950060072832127,0.059373813275348894,0.7459587900333248,0.6652437528164219
14,Retail,Other,24653,9465,12091,294,5058,2168,-0.22432587265085646,-0.06168660986763175,0.3555111665729337,0.14421778495165338,0.6716997036238871,0.7605400813714226
15,HotelRestCafe,Other,10253,1114,3821,397,964,412,-0.2905459314605997,-0.44540465238162175,-0.3543552000608616,-0.11021859390248853,-0.5245171920456185,-0.34778855844424866
16,Retail,Other,1020,8816,12121,134,4508,1080,-0.3033882248047767,-0.16269507062885646,0.3226356449874304,-0.4722189977111656,0.8519358136546644,-0.5460352667323775
17,HotelRestCafe,Other,5876,6157,2933,839,370,4478,-0.14709758484420438,-0.45207078313067267,-0.07000249896230781,-0.09035047264311986,-0.03322029329664674,-0.11493113644620097
18,Retail,Other,18601,6327,10099,2205,2767,3181,-0.17402286197948935,-0.32256701657614056,0.11654191916216304,0.11785312476009384,0.3876603752214002,0.8429922154646661
19,HotelRestCafe,Other,7780,2495,9464,669,2518,501,-0.30105435591948604,-0.40257064286019917,-0.12022755406904669,-0.28354820077109294,0.04476543644367425,-0.5527699503922405
20,Retail,Other,17546,4519,4602,1066,2259,2124,-0.29168724272585567,-0.4258445092555895,-0.14690021076745446,0.09957113896938716,-0.3075208902858992,0.4431883052888919
21,HotelRestCafe,Other,5567,871,2010,3383,375,569,-0.3099452492021488,-0.4229278704853108,-0.39951071386634823,-0.09264082017742031,-0.6188073618880083,-0.3876127760478736
22,HotelRestCafe,Other,31276,1917,4469,9408,2381,4334,0.1991556384279402,-0.5010290581069264,0.20435998773200198,0.6356359259636718,-0.15600433489142176,1.005037085312468
23,Retail,Other,26373,36423,22019,5154,4337,16523,6.815609911752716,1.6934386261938421,0.39026615726915065,0.2569496025734202,0.7065213342862835,0.625031246523566
24,Retail,Other,22647,9776,13792,2915,4482,5778,0.3267597144260011,-0.06446410136472426,0.4278165407333473,0.22478368660722747,0.6516647402081206,0.8093177360160556
25,Retail,Other,16165,4230,7595,201,4003,57,-0.2898847683084984,-0.3676126454694692,-0.03163512873405481,-0.07255095160998608,0.11452974129428202,0.06812692646640443
26,HotelRestCafe,Other,9898,961,2861,3151,242,833,-0.31483779602775896,-0.4324686011330272,-0.4001406036273939,0.0085354146973488,-0.7423357127810759,-0.17657511608256202
27,HotelRestCafe,Other,14276,803,3045,485,100,518,-0.29741308388636456,-0.43735932140166756,-0.37005251264551253,0.053917919214034646,-0.6391505057184973,-0.07438347274703092
28,Retail,Other,4113,20484,25957,1158,8604,5206,0.39635607028304853,1.525629213043861,0.70162073686058,0.07310145750804019,1.1249453280505728,0.21303748583376256
29,HotelRestCafe,Other,43088,2100,2609,1200,1107,823,-0.29342150736440525,-0.454347907267241,0.1826835473898083,0.6814840445911228,-0.27649261022401983,0.8502143237539171
30,HotelRestCafe,Other,18815,3610,11107,1148,2134,2963,-0.2387727789196225,-0.36784496131473077,0.04311921712672551,0.11745335924201464,0.16493083317346707,0.6234542505990083
31,HotelRestCafe,Other,2612,4339,3133,2088,820,985,-0.31801134320941327,-0.4401506503297451,-0.29478662624567453,-0.2721066923785617,-0.3202832277448937,-0.6543615200910101
32,HotelRestCafe,Other,21632,1318,2886,266,918,405,-0.29777843076003147,-0.4511950485242581,-0.2515720524686859,0.2660610840718827,-0.5331976714561587,0.30969511350508777
33,HotelRestCafe,Other,29729,4786,7326,6130,361,1083,-0.23404385397296168,-0.4408568283298462,0.04182350289076505,0.6263327105684743,-0.2657127763492754,1.016017675868507
34,HotelRestCafe,Other,1502,1979,2262,425,483,395,-0.2825243684587115,-0.4311243106448875,-0.3395076127492348,-0.28598298885766155,-0.35533456017248444,-0.6617378578423458
35,Retail,Other,688,5491,11091,833,4239,436,-0.3003026787302076,-0.284504385330951,0.15318548998697984,-0.47204627497468193,0.6000385488030907,-0.6994720898570781
36,HotelRestCafe,Other,29955,4362,5428,1729,862,4626,-0.028099787933820983,-0.45453938415963185,0.11579078334966626,0.5158516314924011,-0.10896559076293671,0.8729278267080997
37,Retail,Other,15168,10556,12477,1920,6506,714,-0.275415730580469,0.04826659169684461,0.44744621040016525,-0.15055607597941154,1.011085471493388,0.35450716898714396
38,Retail,Other,4591,15729,16709,33,6956,433,-0.26468224777071286,0.4612409913969012,0.6931422223897339,-0.2710746455693036,1.0669990965728458,-0.08668972605110807
39,HotelRestCafe,Other,56159,555,902,10002,212,2916,0.1174365612463911,-0.49366508139263865,0.3812905631536106,0.5589487619332956,-0.2658160897709329,1.052055768848105
40,HotelRestCafe,Other,24025,4332,4757,9510,1145,5864,0.5211386864964693,-0.5306268248253914,0.21152963142588183,0.5158501567286047,-0.07066330438118033,0.8768592401126595
41,HotelRestCafe,Other,19176,3065,5956,2033,2575,2802,-0.2502132789866509,-0.42531013619162983,-0.09230035545523288,0.19668690026864902,-0.22676153440559083,0.6812704745370016
42,Retail,Other,10850,7555,14961,188,6899,46,-0.2818139291567198,0.04021728693645603,0.46300101226479096,-0.29270653126545554,0.9339095988837433,-0.04149593103471451
43,Retail,Other,630,11095,23998,787,9529,72,-0.2562052639199857,0.841346189931389,0.7874656499758457,-0.20601239875751187,1.0782110305381705,-0.12640716133471
44,Retail,Other,9670,7027,10471,541,4618,65,-0.2945743504891713,-0.24187088414841557,0.16846143696562238,-0.316067426755095,0.6993504189316269,-0.3014026813903077
45,Retail,Other,5181,22044,21531,1740,7353,4985,0.3948858430938794,1.1699484872740227,0.6868279055313012,0.05304779726024813,1.083771145978029,0.23881263381467724
46,Retail,Other,3103,14069,21955,1668,6792,1452,-0.2145531893498304,0.6216965732763179,0.7630314684360966,-0.2376643694653716,1.1362540837239699,-0.007844312938151488
47,Retail,Other,44466,54259,55571,7782,24171,6465,4.093732795802275,14.69291579864946,0.39027272891473025,0.25796698855143385,1.0468195374740172,0.6355703661769261
48,Retail,Other,11519,6152,10868,584,5121,1476,-0.2995132585838907,-0.2159635343157576,0.20654515531327775,-0.2600170566936899,0.8848206201740579,-0.06628411696761492
49,Retail,Other,4967,21412,28921,1798,13583,1163,-0.0648260879496912,2.5861114204334466,0.7289714387313017,0.11588236817646039,1.1659077580747401,0.16553202774555253
50,HotelRestCafe,Other,6269,1095,1980,3860,609,2162,-0.29637895352261473,-0.4314939449000781,-0.3430795910530938,-0.03597334791617263,-0.5820706110905142,-0.22619730411284567
51,HotelRestCafe,Other,3347,4051,6996,239,1538,301,-0.29304733567304186,-0.42924044643204734,-0.18086905028942646,-0.36795041693233727,-0.028722944939419407,-0.7430876992955525
52,Retail,Other,40721,3916,5876,532,2587,1278,-0.28195576058892013,-0.40382681984821084,0.20385521739136744,0.6261716702573178,-0.08674957266417141,0.8909028791210402
53,Retail,Other,491,10473,11532,744,5611,224,-0.2957800760501955,-0.0782111991967774,0.4039493331332726,-0.4491321359123349,0.8740988275952085,-0.4758487853096408
54,HotelRestCafe,Other,27329,1449,1947,2436,204,1333,-0.3033764973789318,-0.44462855482493036,-0.16262992294600176,0.5367169722978511,-0.5661236177888783,0.6849596429801805
55,HotelRestCafe,Other,5264,3683,5005,1057,2024,1130,-0.3166737745118428,-0.43255491396574824,-0.23365873481870789,-0.2988588835089218,-0.20194242985976457,-0.7210255982115943
56,Retail,Other,4098,29892,26866,2616,17740,1340,0.14101335852998645,4.031671047627666,0.5426398038264193,0.23277421501496678,1.134548230271106,0.20080584685527667
57,Retail,Other,5417,9933,10487,38,7572,1282,-0.2904807039721232,0.016404434643237,0.4746777128635696,-0.38349654161277746,0.9906745830480068,-0.24104973627313742
58,HotelRestCafe,Other,13779,1970,1648,596,227,436,-0.2989190069457129,-0.4365101010193986,-0.37828293057305623,0.0389655500053321,-0.6503694520222105,-0.10235035203594343
59,HotelRestCafe,Other,6137,5360,8040,129,3084,1603,-0.3124166599732006,-0.3662710760240711,-0.022022933753793543,-0.3573458414066492,0.37312130869020893,-0.6586893364667847
60,Retail,Other,8590,3045,7854,96,4095,225,-0.28528950514318174,-0.38052670398453653,-0.059830519896656977,-0.2986881440336667,0.179493262313687,-0.5060044485503936
61,Retail,Other,35942,38369,59598,3254,26701,2017,1.2368806766377978,13.099663179633295,0.3929913970367599,0.2596203904566613,1.0963961681567713,0.5179666938410356
62,Retail,Other,7823,6245,6544,4154,4074,964,-0.2998897025424533,-0.3546973375191975,-0.009699948119071121,-0.19621106885775338,0.35342997336563803,-0.3086495975566463
63,Retail,Other,9396,11601,15775,2896,7677,1295,-0.2341212828616044,0.29891698303754255,0.640191870600562,-0.24099799892956233,1.1558068953920955,0.17863504925210566
64,HotelRestCafe,Other,4760,1227,3250,3724,1247,1145,-0.31616704332517787,-0.4386808889230806,-0.3396877340483359,-0.13477912051815036,-0.5182627933852387,-0.4322266616355369
65,Retail,Other,85,20959,45828,36,24231,1423,0.09731608801763346,6.793661579793135,0.44103586711670995,0.2616736195916983,1.1483957385883081,0.13524693209006552
66,HotelRestCafe,Other,9,1534,7417,175,3468,27,-0.2564243938853984,-0.41600734163505937,-0.09322374084289005,-0.41307713761200243,0.10625886719030332,-0.7534036783570162
67,Retail,Other,19913,6759,13462,1256,5141,834,-0.28988511488867424,-0.12126245446110831,0.2924046416705132,0.00012687407189362071,0.7219711661891852,0.5778175984956201
68,HotelRestCafe,Other,2446,7260,3993,5870,788,3095,-0.14715917131958436,-0.4484752959793192,-0.05997070116971546,-0.0629219989364075,-0.015172720740140208,-0.09582649452127733
69,HotelRestCafe,Other,8352,2820,1293,779,656,144,-0.287797447444925,-0.43901765154854044,-0.37944416017539295,-0.1354681585972583,-0.5404623323910834,-0.4177517515871897
70,HotelRestCafe,Other,16705,2037,3202,10643,116,1365,-0.18469117060427878,-0.4706413113118867,-0.05060659132237098,0.4810257519427731,-0.42144743365695897,0.581448296158956
71,HotelRestCafe,Other,18291,1266,21042,5373,4173,14472,3.0019037321481195,-0.36679450725075896,0.399259755189395,0.26347509037127304,0.4284467783983806,0.5388427699211276
72,HotelRestCafe,Other,4420,5139,2661,8872,1321,181,-0.28528579019630146,-0.4545287538507024,-0.11135435138412773,0.09607355497591581,-0.23545139439705015,-0.003343899473302034
73,Retail,Other,19899,5332,8713,8132,764,648,-0.23864544678413682,-0.42984068759232424,0.0008987162689020634,0.40940831904177927,-0.18846182834152453,0.8126110518976689
74,Retail,Other,8190,6343,9794,1285,1901,1780,-0.29758196275856436,-0.3604623284885603,-0.010720820028170236,-0.26244056436794805,0.425095863972638,-0.4536534663942196
75,HotelRestCafe,Other,20398,1137,3,4407,3,975,-0.3054147984057132,-0.4210526080689354,-0.2988019728448936,0.416534252496379,-0.7545245986949454,0.4775779041384729
76,HotelRestCafe,Other,717,3587,6532,7530,529,894,-0.28823143127981316,-0.4496377974379641,-0.128224671530585,-0.04654708810697756,-0.16476232815659406,-0.21796638427731924
77,Retail,Other,12205,12697,28540,869,12034,1009,-0.18717140749620736,1.63813393755336,0.7923752448833202,0.0076415899235867096,1.120639496277414,0.24194671092944978
78,HotelRestCafe,Other,10766,1175,2067,2096,301,167,-0.29609255707576726,-0.43188238936295253,-0.4098498165501624,-0.006883271270861346,-0.7004238678739123,-0.21788075684439454
79,HotelRestCafe,Other,1640,3259,3655,868,1202,1653,-0.3186950327765693,-0.43836267331747564,-0.26104065380697633,-0.31847176755984974,-0.20982097097593008,-0.6871863036900914
80,HotelRestCafe,Other,7005,829,3009,430,610,529,-0.2900161278698723,-0.4351910820465157,-0.37791558088672705,-0.1730841990779726,-0.5043193191568104,-0.48017273279403966
81,Retail,Other,219,9540,14403,283,7818,156,-0.2815273598434063,0.1378376462910884,0.5725819154133498,-0.4145797417023823,0.9656659322700977,-0.3749778514272841
82,Retail,Other,10362,9232,11009,737,3537,2342,-0.25130889471047996,-0.2097679860273784,0.24022639466350368,-0.24484206557609853,0.9380307119266681,0.02231177815291732
83,HotelRestCafe,Other,20874,1563,1783,2320,550,772,-0.3126293737754693,-0.4426284083944628,-0.29618269339744846,0.330814184488072,-0.6908481647038804,0.42608215256370585
84,Retail,Other,11867,3327,4814,1178,3837,120,-0.2948298740218673,-0.41679156753966384,-0.16487728549520714,-0.14752191500710543,-0.15945036141570257,-0.27285492153587587
85,Retail,Other,16117,46197,92780,1026,40827,2944,2.224008779650006,28.785531906632244,0.3883366736832283,0.25626373495613175,1.14962730467541,0.33853108355049627
86,Retail,Other,22925,73498,32114,987,20070,903,1.7469782125138884,12.50799784031742,0.3884367447992925,0.2563393057786995,0.9724824531993255,0.38336762852050366
87,HotelRestCafe,Other,43265,5025,8117,6312,1579,14351,3.498056663800367,-0.7251615515776999,0.39483034971193987,0.2825635724817165,0.1771470297673,0.8374567839151442
88,HotelRestCafe,Other,7864,542,4042,9735,165,46,-0.28595530314246825,-0.4462815564849713,-0.1416351099577698,0.247330682175917,-0.42010800751045546,0.1415906162685686
89,HotelRestCafe,Other,24904,3836,5330,3443,454,3178,-0.16725509384360546,-0.4565047172608723,-0.0538576201327919,0.47794384547209096,-0.3295105011262153,0.9016782884608262
90,HotelRestCafe,Other,11405,596,1638,3347,69,360,-0.30679495346810437,-0.42069240438047667,-0.41366092797510884,0.07913795302740621,-0.7648710686059703,-0.08585343388841243
91,HotelRestCafe,Other,12754,2762,2530,8693,627,1117,-0.25029790372949784,-0.4591770630195564,-0.17362761022052506,0.3225087737341827,-0.48746057038116886,0.39289849545876565
92,Retail,Other,9198,27472,32034,3232,18906,5130,0.8634578525307031,4.662444448147088,0.5108182391595898,0.2552528225022166,1.154835090436997,0.34036820400825085
93,HotelRestCafe,Other,11314,3090,2062,35009,71,2698,1.5791557708709627,-0.8187785316487438,0.39003501513109684,0.2639131765015494,-0.04139922301103599,0.5324876653575951
94,Retail,Other,5626,12220,11323,206,5038,244,-0.29403743749867584,-0.05019779266012542,0.4048812679722284,-0.37052455235944043,0.9028491020028357,-0.26788944357674693
95,HotelRestCafe,Other,3,2920,6252,440,223,709,-0.30211637826678495,-0.4404965637621856,-0.24060060089851404,-0.3535239289116526,-0.15294248141700845,-0.7259523252920129
96,Retail,Other,23,2616,8118,145,3874,217,-0.27354950469407935,-0.3896600777626472,-0.028894103489517944,-0.4430106441334649,0.23756369873419242,-0.7668978256775626
97,HotelRestCafe,Other,403,254,610,774,54,63,-0.2519878509130891,-0.3948653881483161,-0.3641455518920079,-0.2287867466358156,-0.4384791894903251,-0.610107190319705
98,HotelRestCafe,Other,503,112,778,895,56,132,-0.2574895069178781,-0.3947013509060913,-0.36742690630912506,-0.22596087671538273,-0.4447429754030151,-0.6054946701786985
99,HotelRestCafe,Other,9658,2182,1909,5639,215,323,-0.3093921643770756,-0.4359164737360182,-0.34498254262196626,0.10798564535391854,-0.6720002351437822,-0.012278377094864215
100,Retail,Other,11594,7779,12144,3252,8035,3029,-0.15525204225243233,0.03978362222333159,0.48117083153627865,-0.1490536429134602,1.0212350486524617,0.3420047572090174
101,Retail,Other,1420,10810,16267,1593,6766,1838,-0.24951007592573443,0.1976969526664851,0.6231583558865992,-0.3777794219427701,1.1107038954484223,-0.19909247065607924
102,Retail,Other,2932,6459,7677,2561,4573,1386,-0.3041267865155288,-0.31370282480374134,0.08900658922927392,-0.38479385363196333,0.6231288952200019,-0.6441470321122064
103,HotelRestCafe,Other,56082,3504,8906,18028,1480,2498,0.6037632538579727,-0.5165371330378916,0.4084907056239093,0.3960700673826257,-0.055796439720110724,1.078982623329374
104,HotelRestCafe,Other,14100,2132,3445,1336,1491,548,-0.3080760422614447,-0.44822776989822427,-0.32498847780732576,0.01746040848612232,-0.6290412356346767,-0.05669671931893637
105,HotelRestCafe,Other,15587,1014,3970,910,139,1378,-0.3166168074196841,-0.4420664726869005,-0.3355261292554214,0.1088106263190946,-0.6500958512772906,0.09097042990690453
106,Retail,Other,1454,6337,10704,133,6830,1831,-0.3001406156777714,-0.1375944331623894,0.3559703986970572,-0.4454110428548867,0.850037702983691,-0.47134984395956225
107,Retail,Other,8797,10646,14886,2471,8969,1438,-0.24191941518558052,0.33007378861092174,0.6569576061315459,-0.2530671506188991,1.1328766118030589,0.12548255234789243
108,Retail,Other,1531,8397,6981,247,2505,1236,-0.31280198414312604,-0.3562457477712221,0.03254596291349786,-0.4257323949664451,0.41992451566106875,-0.6923183687253213
109,Retail,Other,1406,16729,28986,673,836,3,-0.2586277398753518,0.5112851234124993,0.5670440133693171,-0.021764297216002836,0.8466076744483277,-0.03293784358576626
110,HotelRestCafe,Other,11818,1648,1694,2276,169,1647,-0.3138514484751828,-0.4308100230421881,-0.38564182829910965,0.05338208702174749,-0.7471941380562044,-0.05236900511489031
111,Retail,Other,12579,11114,17569,805,6457,1519,-0.24502922605794322,0.2711142096657112,0.61497128535163,-0.215425015117167,1.1266111371117138,0.23324827708271656
112,HotelRestCafe,Other,19046,2770,2469,8853,483,2708,-0.10043253720980948,-0.47740672797250405,-0.06586962261253353,0.5015456168575972,-0.4273205034288177,0.7242482326350228
113,HotelRestCafe,Other,14438,2295,1733,3220,585,1561,-0.30615221649271146,-0.44163130403364437,-0.3489118357948727,0.15647688408535815,-0.7945223177263413,0.19983769694860615
114,HotelRestCafe,Other,18044,1080,2000,2555,118,1266,-0.31323903942926745,-0.4345942552508646,-0.3411472876164218,0.2651940618756575,-0.7609371665114113,0.3218048939116359
115,HotelRestCafe,Other,11134,793,2988,2715,276,610,-0.3110517101068842,-0.4339963425969228,-0.401028575463783,0.02562015989037847,-0.7446736549222276,-0.14250206546851638
116,HotelRestCafe,Other,11173,2521,3355,1517,310,222,-0.30072510730887386,-0.4449201900066271,-0.3728441164416737,-0.04533140277986455,-0.6432933308950813,-0.2430237116066708
117,HotelRestCafe,Other,6990,3880,5380,1647,319,1160,-0.31795942984008263,-0.44246616724402565,-0.2976324734428257,-0.19250409541862673,-0.4455800242829276,-0.5152476244213479
118,HotelRestCafe,Other,20049,1891,2362,5343,411,933,-0.2962000361980434,-0.44835384067053397,-0.25598132863991185,0.4135922402946952,-0.6971472467333841,0.5924811188205427
119,HotelRestCafe,Other,8258,2344,2147,3896,266,635,-0.31450399488242137,-0.43532275720358926,-0.38485704625799466,-0.017045820057282352,-0.6973197868558397,-0.22874081434465499
120,HotelRestCafe,Other,17160,1200,3412,2417,174,1136,-0.31454494439430253,-0.44246277635841336,-0.3382159568239347,0.213557618230794,-0.7517771197964331,0.27841617548663133
121,HotelRestCafe,Other,4020,3234,1498,2395,264,255,-0.30386446107582316,-0.43227887356483896,-0.37257923358882644,-0.1856308981924432,-0.5004713871574353,-0.526664676226558
122,HotelRestCafe,Other,12212,201,245,1991,25,860,-0.3103769702616589,-0.4036073586666769,-0.42435483891612374,0.07877409271485143,-0.7554520510958855,-0.09267804919765994
123,Retail,Other,11170,10769,8814,2194,1976,143,-0.30374058582460206,-0.2974735002799589,0.0905444361469318,-0.16089831311668923,0.4593130169470625,0.005875231508594842
124,HotelRestCafe,Other,36050,1642,2961,4787,500,1621,-0.24505095741178134,-0.45982758590540046,0.06833101231458312,0.7353255086402096,-0.3941619148470352,0.9411586573550246
125,HotelRestCafe,Other,76237,3473,7102,16538,778,918,0.36904491483353746,-0.48880372678014267,0.4068230009577626,0.31742559815444327,-0.09843482792804521,1.0934505656951086
126,HotelRestCafe,Other,19219,1840,1658,8195,349,483,-0.2773979876918398,-0.44963456028898924,-0.16882061944967475,0.47507160880095933,-0.5803246006671856,0.571471132950203
127,Retail,Other,21465,7243,10685,880,2386,2749,-0.21573146588924919,-0.2985726031432834,0.1450513054702249,0.15897498780264696,0.3682469583780525,0.7896823044663956
128,HotelRestCafe,Other,140,8847,3823,142,1062,3,-0.2962463845828212,-0.42003793273654366,-0.09016179496558382,-0.3645627782042598,0.09424987307299902,-0.6576480425920516
129,HotelRestCafe,Other,42312,926,1510,1718,410,1819,-0.272212692239988,-0.4510023494777639,0.16521177354728658,0.7019507615988388,-0.34441813859308545,0.8609681703287698
130,HotelRestCafe,Other,7149,2428,699,6316,395,911,-0.3017514438155221,-0.43099792004116144,-0.318192818701184,0.08791208283469502,-0.5974332488235781,-0.05936316455418395
131,HotelRestCafe,Other,2101,589,314,346,70,310,-0.26561629964100875,-0.3982485584335239,-0.37902412487450665,-0.21587082184977674,-0.46357850103453574,-0.5787137976395584
132,HotelRestCafe,Other,14903,2032,2479,576,955,328,-0.2962958534627926,-0.4475738394491865,-0.34171939430071563,0.04547060965434455,-0.6021386610561438,-0.0499411920208791
133,HotelRestCafe,Other,9434,1042,1235,436,256,396,-0.2865102326282951,-0.4239425231536603,-0.40600733912741127,-0.08040239432537245,-0.602658382678833,-0.33901769288577105
134,HotelRestCafe,Other,7388,1882,2174,720,47,537,-0.2982416626385837,-0.43050773579619667,-0.39634337074922676,-0.14462575969882988,-0.5606181849094807,-0.44070519203264336
135,HotelRestCafe,Other,6300,1289,2591,1170,199,326,-0.29067239933371863,-0.4303165977637822,-0.39732774261838977,-0.162179988111745,-0.5495345274104401,-0.48159721335343886
136,HotelRestCafe,Other,4625,8579,7030,4575,2447,1542,-0.2658379378865997,-0.36129053372592096,0.021893285183875975,-0.21594184207017622,0.3741944617519526,-0.2856755098802174
137,HotelRestCafe,Other,3087,8080,8282,661,721,36,-0.30295988156947345,-0.3952403997124062,-0.053585155722645966,-0.35499016249635,0.19258974877105164,-0.6077837322404095
138,HotelRestCafe,Other,13537,4257,5034,155,249,3271,-0.25494003838188756,-0.4464942030591106,-0.16553635977965084,0.023426381250420722,-0.2504550973156525,0.12383531051663245
139,HotelRestCafe,Other,5387,4979,3343,825,637,929,-0.31624865606864105,-0.44109715728241355,-0.29050990777311386,-0.25377422418426643,-0.32611471389424285,-0.5968350946932295
140,HotelRestCafe,Other,17623,4280,7305,2279,960,2616,-0.24792935066052574,-0.4311372144586122,-0.12177803098212552,0.16569803317833573,-0.3123403321213223,0.6598433811338889
141,HotelRestCafe,Other,30379,13252,5189,321,51,1450,-0.24160160828732485,-0.329255552869061,0.18551001238519715,0.4062312882445619,0.0822644423457017,0.7478100019184142
142,HotelRestCafe,Other,37036,7152,8253,2995,20,3,-0.2829839679811619,-0.39909819144947384,0.16751582885839392,0.6198053550109605,-0.11708384057119872,0.9194240321215169
143,HotelRestCafe,Other,10405,1596,1096,8425,399,318,-0.29146294282620083,-0.4356889903825401,-0.22829519526764636,0.2630504415821845,-0.5512430953970946,0.18826236614005257
144,HotelRestCafe,Other,18827,3677,1988,118,516,201,-0.29715640897836887,-0.44965087683069566,-0.27765354263986114,0.16401730974887282,-0.5274023981279827,0.17081981702675933
145,Retail,Other,22039,8384,34792,42,12591,4430,0.10544869597410168,1.9824056052136003,0.5947264081346467,0.17396911873125837,1.0061412291842275,0.4679103827562518
146,HotelRestCafe,Other,7769,1936,2177,926,73,520,-0.30000683726710814,-0.4313614716304268,-0.3991324831147631,-0.13114476300919992,-0.5816546601821163,-0.4203172618249732
